id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1013208061908054019,1013208061908054019,2018-07-01 07:50:01 Malay Peninsula Standard Time,2018-07-01,07:50:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Off the beaten track  https://t.co/KPys0duFxD,en,[],['https://lifestyle.mb.com.ph/2018/07/01/off-the-beaten-track/'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013208061908054019,False,,0,,,,,,,,[],,,,
1013205544818085893,1013205544818085893,2018-07-01 07:40:00 Malay Peninsula Standard Time,2018-07-01,07:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,Denied mission  https://t.co/PoYbnNfZeX,en,[],['https://entertainment.mb.com.ph/2018/07/01/denied-mission/'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013205544818085893,False,,0,,,,,,,,[],,,,
1013203039476436992,1013203039476436992,2018-07-01 07:30:03 Malay Peninsula Standard Time,2018-07-01,07:30:03,+0800,15375209,manilabulletin,Manila Bulletin News,,Uruguay ousts Portugal from #WorldCup 2-1  https://t.co/3RcLcbvRer,en,[],['https://sports.mb.com.ph/2018/07/01/uruguay-ousts-portugal-from-world-cup-2-1/'],[],0,0,4,['worldcup'],[],https://twitter.com/manilabulletin/status/1013203039476436992,False,,0,,,,,,,,[],,,,
1013200560001036295,1013200560001036295,2018-07-01 07:20:12 Malay Peninsula Standard Time,2018-07-01,07:20:12,+0800,15375209,manilabulletin,Manila Bulletin News,,Love wins at Metro Manila #Pride2018  https://t.co/ziIEsEaUwr,tl,[],['https://news.mb.com.ph/2018/06/30/love-wins-at-metro-manila-pride-2018-2/'],[],3,0,6,['pride2018'],[],https://twitter.com/manilabulletin/status/1013200560001036295,False,,0,,,,,,,,[],,,,
1013198750561591296,1013198750561591296,2018-07-01 07:13:01 Malay Peninsula Standard Time,2018-07-01,07:13:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Gilas in united stand  https://t.co/IQ8tWQ5Qxy,en,[],['https://sports.mb.com.ph/2018/07/01/gilas-in-united-stand/'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013198750561591296,False,,0,,,,,,,,[],,,,
1013197998745059328,1013197998745059328,2018-07-01 07:10:01 Malay Peninsula Standard Time,2018-07-01,07:10:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Japan Christian sites added to UNESCO World Heritage list  https://t.co/xTRkX06aCX,en,[],['http://bit.ly/2IFP9Wb'],[],0,4,4,[],[],https://twitter.com/manilabulletin/status/1013197998745059328,False,,0,,,,,,,,[],,,,
1013195528857882625,1013195528857882625,2018-07-01 07:00:12 Malay Peninsula Standard Time,2018-07-01,07:00:12,+0800,15375209,manilabulletin,Manila Bulletin News,,P6.7 B worth of fake goods seized from Jan.  https://t.co/WpuEd0t3DS,en,[],['http://bit.ly/2KmBdGF'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013195528857882625,False,,0,,,,,,,,[],,,,
1013194166132592640,1013194166132592640,2018-07-01 06:54:48 Malay Peninsula Standard Time,2018-07-01,06:54:48,+0800,15375209,manilabulletin,Manila Bulletin News,,"Kai Sotto's 23-point, 12-rebound performance proves not enough as Batang Gilas falls prey to Croatia, 97-75, at the start of the 2018 #FIBAU17 World Cup. The Nationals will try to bounce back vs Euro titlist France tomorrow. | @BudoyLagunzad",en,"[{'screen_name': 'budoylagunzad', 'name': 'jerome lagunzad', 'id': '1063511785'}]",[],[],0,0,8,['fibau17'],[],https://twitter.com/manilabulletin/status/1013194166132592640,False,,0,,,,,,,,[],,,,
1013192962434625541,1013192962434625541,2018-07-01 06:50:01 Malay Peninsula Standard Time,2018-07-01,06:50:01,+0800,15375209,manilabulletin,Manila Bulletin News,,GM warns Trump tariffs could lead to ‘smaller GM’  https://t.co/GT3ojAULII,en,[],['http://bit.ly/2Kkm4oV'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013192962434625541,False,,0,,,,,,,,[],,,,
1013190444036100098,1013190444036100098,2018-07-01 06:40:00 Malay Peninsula Standard Time,2018-07-01,06:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,DA honors ‘Gawad Saka’ achievers in Cordillera  https://t.co/9noSZcSJVY,tl,[],['http://bit.ly/2yVYfyx'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013190444036100098,False,,0,,,,,,,,[],,,,
1013187949868044288,1013187949868044288,2018-07-01 06:30:06 Malay Peninsula Standard Time,2018-07-01,06:30:06,+0800,15375209,manilabulletin,Manila Bulletin News,,Arizona honors 19 firefighters killed by flames 5 years ago  https://t.co/cUxrak3qwW,en,[],['http://bit.ly/2N9ssNE'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013187949868044288,False,,0,,,,,,,,[],,,,
1013185414407118849,1013185414407118849,2018-07-01 06:20:01 Malay Peninsula Standard Time,2018-07-01,06:20:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Britain’s health service to reduce ‘unnecessary’ treatments  https://t.co/RPUQRYvq9d,en,[],['http://bit.ly/2tHBmKp'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013185414407118849,False,,0,,,,,,,,[],,,,
1013182897686302729,1013182897686302729,2018-07-01 06:10:01 Malay Peninsula Standard Time,2018-07-01,06:10:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Off the beaten track  https://t.co/gbTR9F2uJh,en,[],['http://bit.ly/2IGA2Mf'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013182897686302729,False,,0,,,,,,,,[],,,,
1013180475521884162,1013180475521884162,2018-07-01 06:00:24 Malay Peninsula Standard Time,2018-07-01,06:00:24,+0800,15375209,manilabulletin,Manila Bulletin News,,Denied mission  https://t.co/cFmH8eX2tg,en,[],['http://bit.ly/2KDi6nq'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013180475521884162,False,,0,,,,,,,,[],,,,
1013177862839341056,1013177862839341056,2018-07-01 05:50:01 Malay Peninsula Standard Time,2018-07-01,05:50:01,+0800,15375209,manilabulletin,Manila Bulletin News,,"Tiger growls with new putter, lurks at 11th  https://t.co/rTztRNLpqS",en,[],['http://bit.ly/2ICtwGs'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013177862839341056,False,,0,,,,,,,,[],,,,
1013175344877264897,1013175344877264897,2018-07-01 05:40:00 Malay Peninsula Standard Time,2018-07-01,05:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,LOOK: Pia meets K-Pop star Siwon  https://t.co/E6r1YwgELi,nl,[],['http://bit.ly/2N9BkCV'],[],0,2,2,[],[],https://twitter.com/manilabulletin/status/1013175344877264897,False,,0,,,,,,,,[],,,,
1013172834057752576,1013172834057752576,2018-07-01 05:30:02 Malay Peninsula Standard Time,2018-07-01,05:30:02,+0800,15375209,manilabulletin,Manila Bulletin News,,"For cannabis legalization in New England, it’s a slow burn  https://t.co/Pvm5kfVOuE",en,[],['http://bit.ly/2tHMWVQ'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013172834057752576,False,,0,,,,,,,,[],,,,
1013170315973754885,1013170315973754885,2018-07-01 05:20:01 Malay Peninsula Standard Time,2018-07-01,05:20:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Maradona: Between love and indifference  https://t.co/HnfimKJ79k,en,[],['http://bit.ly/2tGhCGL'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013170315973754885,False,,0,,,,,,,,[],,,,
1013167802939838467,1013167802939838467,2018-07-01 05:10:02 Malay Peninsula Standard Time,2018-07-01,05:10:02,+0800,15375209,manilabulletin,Manila Bulletin News,,Uruguay’s Suarez vows all his best vs Ronaldo  https://t.co/eZrXnYNnO2,en,[],['http://bit.ly/2NcJJFD'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013167802939838467,False,,0,,,,,,,,[],,,,
1013165318636822528,1013165318636822528,2018-07-01 05:00:10 Malay Peninsula Standard Time,2018-07-01,05:00:10,+0800,15375209,manilabulletin,Manila Bulletin News,,Hamilton fastest on souped-up Mercedes  https://t.co/pe2yB9UVPz,en,[],['http://bit.ly/2tJVY4s'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013165318636822528,False,,0,,,,,,,,[],,,,
1013162770156617730,1013162770156617730,2018-07-01 04:50:02 Malay Peninsula Standard Time,2018-07-01,04:50:02,+0800,15375209,manilabulletin,Manila Bulletin News,,"WESM-IEMOP to ink deal with PEMC, banks  https://t.co/T5RWRrf5o8",en,[],['http://bit.ly/2Negd2f'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013162770156617730,False,,0,,,,,,,,[],,,,
1013160246301339649,1013160246301339649,2018-07-01 04:40:00 Malay Peninsula Standard Time,2018-07-01,04:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,Chinese firms eye CEZA for P160-B textile project  https://t.co/UAqIKL4LvV,en,[],['http://bit.ly/2Neh0QT'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013160246301339649,False,,0,,,,,,,,[],,,,
1013157756927467520,1013157756927467520,2018-07-01 04:30:07 Malay Peninsula Standard Time,2018-07-01,04:30:07,+0800,15375209,manilabulletin,Manila Bulletin News,,Coal is 33% cheaper than bunker fuel – sardine makers  https://t.co/3CXY5CkK7q,en,[],['http://bit.ly/2tGeLO3'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013157756927467520,False,,0,,,,,,,,[],,,,
1013155218131955713,1013155218131955713,2018-07-01 04:20:02 Malay Peninsula Standard Time,2018-07-01,04:20:02,+0800,15375209,manilabulletin,Manila Bulletin News,,OF Bank needs foreign partner – DOF  https://t.co/KBdlCCwvBG,en,[],['http://bit.ly/2tHm34i'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013155218131955713,False,,0,,,,,,,,[],,,,
1013152695304286208,1013152695304286208,2018-07-01 04:10:00 Malay Peninsula Standard Time,2018-07-01,04:10:00,+0800,15375209,manilabulletin,Manila Bulletin News,,US ambassador to Estonia resigns over Trump comments  https://t.co/XfPqRuQord,en,[],['http://bit.ly/2MvCuYc'],[],1,0,0,[],[],https://twitter.com/manilabulletin/status/1013152695304286208,False,,0,,,,,,,,[],,,,
1013150302575452160,1013150302575452160,2018-07-01 04:00:30 Malay Peninsula Standard Time,2018-07-01,04:00:30,+0800,15375209,manilabulletin,Manila Bulletin News,,Tech firm planning P6.77-billion IPO  https://t.co/6FubSs3u2k,en,[],['http://bit.ly/2tG55TQ'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013150302575452160,False,,0,,,,,,,,[],,,,
1013147663477432320,1013147663477432320,2018-07-01 03:50:01 Malay Peninsula Standard Time,2018-07-01,03:50:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Boracay closure to push water rates up in the island  https://t.co/j0Dzq3uTps,en,[],['http://bit.ly/2IErDc8'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013147663477432320,False,,0,,,,,,,,[],,,,
1013145149776580610,1013145149776580610,2018-07-01 03:40:01 Malay Peninsula Standard Time,2018-07-01,03:40:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Mumbai’s Victorian Gothic and Art Deco buildings win UNESCO status  https://t.co/0leINvFt2C,en,[],['http://bit.ly/2Kn0Y9s'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013145149776580610,False,,0,,,,,,,,[],,,,
1013142633093455872,1013142633093455872,2018-07-01 03:30:01 Malay Peninsula Standard Time,2018-07-01,03:30:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Anchorland sets P9-B capex  https://t.co/RYAbvDYWZv,en,[],['http://bit.ly/2tD4rqf'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013142633093455872,False,,0,,,,,,,,[],,,,
1013140118738219008,1013140118738219008,2018-07-01 03:20:02 Malay Peninsula Standard Time,2018-07-01,03:20:02,+0800,15375209,manilabulletin,Manila Bulletin News,,Record P150-B capital raised  in 1st half  https://t.co/EZpBWmLa8Q,en,[],['http://bit.ly/2KoT2of'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013140118738219008,False,,0,,,,,,,,[],,,,
1013137598263545857,1013137598263545857,2018-07-01 03:10:01 Malay Peninsula Standard Time,2018-07-01,03:10:01,+0800,15375209,manilabulletin,Manila Bulletin News,,PH touted as future LNG market in Asia  https://t.co/YBMKKJ1qZ0,en,[],['http://bit.ly/2KD8TLS'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013137598263545857,False,,0,,,,,,,,[],,,,
1013135130712576002,1013135130712576002,2018-07-01 03:00:12 Malay Peninsula Standard Time,2018-07-01,03:00:12,+0800,15375209,manilabulletin,Manila Bulletin News,,PH net IIP down to $34.1 billion in first quarter  https://t.co/DsVgUrKveQ,en,[],['http://bit.ly/2tHYCHT'],[],0,0,4,[],[],https://twitter.com/manilabulletin/status/1013135130712576002,False,,0,,,,,,,,[],,,,
1013132562955493382,1013132562955493382,2018-07-01 02:50:00 Malay Peninsula Standard Time,2018-07-01,02:50:00,+0800,15375209,manilabulletin,Manila Bulletin News,,‘Unreasonable’ sugar industry protection hit  https://t.co/psb4e4j3gz,en,[],['http://bit.ly/2yUJQ5V'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013132562955493382,False,,0,,,,,,,,[],,,,
1013130046297559040,1013130046297559040,2018-07-01 02:40:00 Malay Peninsula Standard Time,2018-07-01,02:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,No funds released for razors delivered in N. Mindanao – DepEd  https://t.co/Rw4lbwvKEZ,en,[],['http://bit.ly/2KB4byy'],[],0,1,4,[],[],https://twitter.com/manilabulletin/status/1013130046297559040,False,,0,,,,,,,,[],,,,
1013127556189614080,1013127556189614080,2018-07-01 02:30:07 Malay Peninsula Standard Time,2018-07-01,02:30:07,+0800,15375209,manilabulletin,Manila Bulletin News,,Suspected NPAs gun down farmer in Surigao del Norte  https://t.co/jerp3KirnY,en,[],['http://bit.ly/2tHqPPn'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013127556189614080,False,,0,,,,,,,,[],,,,
1013125013015355394,1013125013015355394,2018-07-01 02:20:00 Malay Peninsula Standard Time,2018-07-01,02:20:00,+0800,15375209,manilabulletin,Manila Bulletin News,,"Apprehended violators of ordinances top 22,000  https://t.co/sFWrtifR9T",en,[],['http://bit.ly/2MDLMlh'],[],3,0,3,[],[],https://twitter.com/manilabulletin/status/1013125013015355394,False,,0,,,,,,,,[],,,,
1013122506142703619,1013122506142703619,2018-07-01 02:10:03 Malay Peninsula Standard Time,2018-07-01,02:10:03,+0800,15375209,manilabulletin,Manila Bulletin News,,Library exhibit pays tribute to Briones  https://t.co/zOWAp1EgYi,en,[],['http://bit.ly/2NbSCiT'],[],1,1,4,[],[],https://twitter.com/manilabulletin/status/1013122506142703619,False,,0,,,,,,,,[],,,,
1013120057776500736,1013120057776500736,2018-07-01 02:00:19 Malay Peninsula Standard Time,2018-07-01,02:00:19,+0800,15375209,manilabulletin,Manila Bulletin News,,Army assures fair probe on Samar misencounter  https://t.co/xg2HX8sqzs,en,[],['http://bit.ly/2NdfCOD'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013120057776500736,False,,0,,,,,,,,[],,,,
1013117469496668160,1013117469496668160,2018-07-01 01:50:02 Malay Peninsula Standard Time,2018-07-01,01:50:02,+0800,15375209,manilabulletin,Manila Bulletin News,,Trump says Saudi king agrees to ramp up oil production  https://t.co/53eC11RsNh,en,[],['http://bit.ly/2tFu5dS'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013117469496668160,False,,0,,,,,,,,[],,,,
1013114947834916866,1013114947834916866,2018-07-01 01:40:00 Malay Peninsula Standard Time,2018-07-01,01:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,Spanish rescue boat saves 60 migrants off Libyan coast  https://t.co/rcHTgzGK2X,en,[],['http://bit.ly/2KvyTZL'],[],1,0,1,[],[],https://twitter.com/manilabulletin/status/1013114947834916866,False,,0,,,,,,,,[],,,,
1013112453520076800,1013112453520076800,2018-07-01 01:30:06 Malay Peninsula Standard Time,2018-07-01,01:30:06,+0800,15375209,manilabulletin,Manila Bulletin News,,Robredo’s office ‘stricter’ on liquidation of travel expenses  https://t.co/hz2LUbhxR8,en,[],['http://bit.ly/2Klgenz'],[],0,0,5,[],[],https://twitter.com/manilabulletin/status/1013112453520076800,False,,0,,,,,,,,[],,,,
1013109913877450752,1013109913877450752,2018-07-01 01:20:00 Malay Peninsula Standard Time,2018-07-01,01:20:00,+0800,15375209,manilabulletin,Manila Bulletin News,,"Region cops seize 1,400 loose firearms in 6 months  https://t.co/IgTumXk247",en,[],['http://bit.ly/2Nb7I8l'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013109913877450752,False,,0,,,,,,,,[],,,,
1013107403368300545,1013107403368300545,2018-07-01 01:10:02 Malay Peninsula Standard Time,2018-07-01,01:10:02,+0800,15375209,manilabulletin,Manila Bulletin News,,PNP ‘ready’ to take control of police from neglectful local chief execs  https://t.co/4iAzeKpwH9,en,[],['http://bit.ly/2Ne4Uaj'],[],0,1,2,[],[],https://twitter.com/manilabulletin/status/1013107403368300545,False,,0,,,,,,,,[],,,,
1013105075194155008,1013105075194155008,2018-07-01 01:00:47 Malay Peninsula Standard Time,2018-07-01,01:00:47,+0800,15375209,manilabulletin,Manila Bulletin News,,"Cops, soldiers join forces in Mindoro vs Reds  https://t.co/Gt8OE8I4E7",en,[],['http://bit.ly/2tNK4H5'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013105075194155008,False,,0,,,,,,,,[],,,,
1013102364943843330,1013102364943843330,2018-07-01 00:50:00 Malay Peninsula Standard Time,2018-07-01,00:50:00,+0800,15375209,manilabulletin,Manila Bulletin News,,"Pangilinan: ‘Let people, not politicians, grade Duterte’s performance’  https://t.co/vbH1qYun8e",en,[],['http://bit.ly/2tIMzu3'],[],16,0,17,[],[],https://twitter.com/manilabulletin/status/1013102364943843330,False,,0,,,,,,,,[],,,,
1013100178448908289,1013100178448908289,2018-07-01 00:41:19 Malay Peninsula Standard Time,2018-07-01,00:41:19,+0800,15375209,manilabulletin,Manila Bulletin News,,Batang Gilas faces Croatia  https://t.co/IrQ0IbJODR,tl,[],['https://sports.mb.com.ph/2018/07/01/batang-gilas-faces-croatia'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013100178448908289,False,,0,,,,,,,,[],,,,
1013099846926991360,1013099846926991360,2018-07-01 00:40:00 Malay Peninsula Standard Time,2018-07-01,00:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,Makati City to open satellite realty tax payment centers on July 3  https://t.co/r7EN0s2S57,en,[],['http://bit.ly/2KA2PEf'],[],0,0,0,[],[],https://twitter.com/manilabulletin/status/1013099846926991360,False,,0,,,,,,,,[],,,,
1013098887437930498,1013097789901770752,2018-07-01 00:36:11 Malay Peninsula Standard Time,2018-07-01,00:36:11,+0800,15375209,manilabulletin,Manila Bulletin News,,"@BudoyLagunzad In its return trip to the world stage, Batang Gilas will field its tallest and most talented lineup led by 7-foot-1 Kai Sotto, named the Best Center in the FIBA Asia meet, plus touted NU Bullpups big man Carl Tamayo and a slew of talented guards. | via @BudoyLagunzad",en,"[{'screen_name': 'budoylagunzad', 'name': 'jerome lagunzad', 'id': '1063511785'}]",[],[],1,0,1,[],[],https://twitter.com/manilabulletin/status/1013098887437930498,False,,0,,,,,,,,"[{'screen_name': 'BudoyLagunzad', 'name': 'Jerome Lagunzad', 'id': '1063511785'}]",,,,
1013097789901770752,1013097789901770752,2018-07-01 00:31:50 Malay Peninsula Standard Time,2018-07-01,00:31:50,+0800,15375209,manilabulletin,Manila Bulletin News,,"Exactly four hours to go before Batang Gilas opens its title campaign against world No. 8 Croatia in the 2018 FIBA Under-17 Basketball World Cup in Rosario, Argentina. | via @BudoyLagunzad",en,"[{'screen_name': 'budoylagunzad', 'name': 'jerome lagunzad', 'id': '1063511785'}]",[],[],1,0,2,[],[],https://twitter.com/manilabulletin/status/1013097789901770752,False,,0,,,,,,,,[],,,,
1013097366277316609,1013097366277316609,2018-07-01 00:30:09 Malay Peninsula Standard Time,2018-07-01,00:30:09,+0800,15375209,manilabulletin,Manila Bulletin News,,Comelec to resume voter registration on July 2  https://t.co/YuhKiA2kgR,en,[],['http://bit.ly/2N97FK2'],[],0,2,4,[],[],https://twitter.com/manilabulletin/status/1013097366277316609,False,,0,,,,,,,,[],,,,
1013096369282674688,1013086785704849408,2018-07-01 00:26:11 Malay Peninsula Standard Time,2018-07-01,00:26:11,+0800,15375209,manilabulletin,Manila Bulletin News,,"LOOK: Check-in counters that will be used for the first flight of the Mactan-Cebu International Airport 4:40am today departing to Pudong, China. | via Juan Carlo De Vela  https://t.co/ggIRshSf7b",en,[],[],"['https://pbs.twimg.com/media/Dg89v_nUEAABtc7.jpg', 'https://pbs.twimg.com/media/Dg89v_3U0AEcb3A.jpg', 'https://pbs.twimg.com/media/Dg89v_qUYAANqaS.jpg']",0,1,6,[],[],https://twitter.com/manilabulletin/status/1013096369282674688,False,,1,https://pbs.twimg.com/media/Dg89v_nUEAABtc7.jpg,,,,,,,[],,,,
1013094814064304128,1013094814064304128,2018-07-01 00:20:00 Malay Peninsula Standard Time,2018-07-01,00:20:00,+0800,15375209,manilabulletin,Manila Bulletin News,,Lapeña vows to promote more customs employees  https://t.co/3RBIsnZSYB,es,[],['http://bit.ly/2tHPNOh'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013094814064304128,False,,0,,,,,,,,[],,,,
1013092305799208963,1013092305799208963,2018-07-01 00:10:02 Malay Peninsula Standard Time,2018-07-01,00:10:02,+0800,15375209,manilabulletin,Manila Bulletin News,,DPWH responds to clamor on road health in Bohol SP  https://t.co/lrxZuKWt5J,en,[],['http://bit.ly/2IGeD5R'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013092305799208963,False,,0,,,,,,,,[],,,,
1013091833117724672,1013091833117724672,2018-07-01 00:08:10 Malay Peninsula Standard Time,2018-07-01,00:08:10,+0800,15375209,manilabulletin,Manila Bulletin News,,"France boots out Argentina, advances to WC quarters  https://t.co/XIgl79M3xM",en,[],['https://sports.mb.com.ph/2018/07/01/france-boots-out-argentina-advances-to-wc-quarters/'],[],0,2,6,[],[],https://twitter.com/manilabulletin/status/1013091833117724672,False,,0,,,,,,,,[],,,,
1013087273045364736,1013087273045364736,2018-06-30 23:50:02 Malay Peninsula Standard Time,2018-06-30,23:50:02,+0800,15375209,manilabulletin,Manila Bulletin News,,Pimentel: War on drugs focus on the ‘big fish’  https://t.co/JS1OjZkmdG,en,[],['http://bit.ly/2ICNbGk'],[],1,2,5,[],[],https://twitter.com/manilabulletin/status/1013087273045364736,False,,0,,,,,,,,[],,,,
1013086785704849408,1013086785704849408,2018-06-30 23:48:06 Malay Peninsula Standard Time,2018-06-30,23:48:06,+0800,15375209,manilabulletin,Manila Bulletin News,,"LOOK: First passenger arrives for the first departing flight for July 1 at 4:40am to Shanghai Pudong International Airport, China in the start of the operations of Mactan-Cebu International Airport Terminal 2. | via Juan Carlo De Vela  https://t.co/kI90vOvZA0",en,[],[],"['https://pbs.twimg.com/media/Dg81DjGUEAEa4NS.jpg', 'https://pbs.twimg.com/media/Dg81DjKV4AAPz2O.jpg', 'https://pbs.twimg.com/media/Dg81DjKUwAAxGFb.jpg', 'https://pbs.twimg.com/media/Dg81DjLUEAAUm-D.jpg']",1,3,30,[],[],https://twitter.com/manilabulletin/status/1013086785704849408,False,,1,https://pbs.twimg.com/media/Dg81DjGUEAEa4NS.jpg,,,,,,,[],,,,
1013084747654889473,1013084747654889473,2018-06-30 23:40:00 Malay Peninsula Standard Time,2018-06-30,23:40:00,+0800,15375209,manilabulletin,Manila Bulletin News,,PCSO brags STL generated almost P10B in just 5 months  https://t.co/gjquDN5sDG,en,[],['http://bit.ly/2IDUVI6'],[],0,0,1,[],[],https://twitter.com/manilabulletin/status/1013084747654889473,False,,0,,,,,,,,[],,,,
1013082286177341441,1013082286177341441,2018-06-30 23:30:13 Malay Peninsula Standard Time,2018-06-30,23:30:13,+0800,15375209,manilabulletin,Manila Bulletin News,,"2 drug suspects killed, 16 others nabbed in Cavite  https://t.co/IF93b363lF",en,[],['http://bit.ly/2tHAqFL'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013082286177341441,False,,0,,,,,,,,[],,,,
1013080307782725638,1013080307782725638,2018-06-30 23:22:22 Malay Peninsula Standard Time,2018-06-30,23:22:22,+0800,15375209,manilabulletin,Manila Bulletin News,,Love wins at Metro Manila Pride 2018  https://t.co/ziIEsDTj7R,tl,[],['https://news.mb.com.ph/2018/06/30/love-wins-at-metro-manila-pride-2018-2/'],[],0,3,10,[],[],https://twitter.com/manilabulletin/status/1013080307782725638,False,,0,,,,,,,,[],,,,
1013079716226531330,1013079716226531330,2018-06-30 23:20:01 Malay Peninsula Standard Time,2018-06-30,23:20:01,+0800,15375209,manilabulletin,Manila Bulletin News,,Ilocos Norte’s local emergency hotlines to offer free calls  https://t.co/Y6satXV8jR,en,[],['http://bit.ly/2Nd3ahM'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1013079716226531330,False,,0,,,,,,,,[],,,,
1012847762759561216,1012847762759561216,2018-06-30 07:58:19 Malay Peninsula Standard Time,2018-06-30,07:58:19,+0800,15375209,manilabulletin,Manila Bulletin News,,"Manila Bulletin Headline for Today (06/30/2018)   https://t.co/oiocsN56zR   Grab your copy at your favorite newsstand today or read it all on our website at  https://t.co/LkgHoZBdn5  You can also follow us on Instagram: @manilabulletin, and YouTube:  https://t.co/qrSo9g6pdm  https://t.co/CYFZ3549uZ",en,"[{'screen_name': 'manilabulletin', 'name': 'manila bulletin news', 'id': '15375209'}]","['http://www.mb.com.ph/epaper/', 'http://www.mb.com.ph', 'https://youtube.com/user/TheManilaBulletin/']",['https://pbs.twimg.com/media/Dg5bp85VQAAJWiN.jpg'],0,1,2,[],[],https://twitter.com/manilabulletin/status/1012847762759561216,False,,1,https://pbs.twimg.com/media/Dg5bp85VQAAJWiN.jpg,,,,,,,[],,,,
1012838128447623168,1012838128447623168,2018-06-30 07:20:02 Malay Peninsula Standard Time,2018-06-30,07:20:02,+0800,15375209,manilabulletin,Manila Bulletin News,,Canada announces final list of retaliatory tariffs  https://t.co/cfugntl5ib,en,[],['http://bit.ly/2KylvEh'],[],0,1,2,[],[],https://twitter.com/manilabulletin/status/1012838128447623168,False,,0,,,,,,,,[],,,,
1012835606471282688,1012835606471282688,2018-06-30 07:10:00 Malay Peninsula Standard Time,2018-06-30,07:10:00,+0800,15375209,manilabulletin,Manila Bulletin News,,Russian opposition leader Navalny’s brother freed from jail  https://t.co/hYq3n4IuLm,en,[],['http://bit.ly/2IAo9HO'],[],0,0,2,[],[],https://twitter.com/manilabulletin/status/1012835606471282688,False,,0,,,,,,,,[],,,,
1012833113926488064,1012833113926488064,2018-06-30 07:00:06 Malay Peninsula Standard Time,2018-06-30,07:00:06,+0800,15375209,manilabulletin,Manila Bulletin News,,Newsroom massacre doesn’t stop the next day’s edition  https://t.co/q59a9b2vM3,en,[],['http://bit.ly/2IAGG6X'],[],0,1,0,[],[],https://twitter.com/manilabulletin/status/1012833113926488064,False,,0,,,,,,,,[],,,,
